customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5528-HCEUN,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.03,5738.47,Yes
4244-TTBYG,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,74.81,2318.31,No
0419-FGLRK,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.14,5880.87,Yes
5283-SMSBI,Male,1,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.46,633.77,No
7481-FWVCJ,Female,1,No,No,58,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,68.43,3959.56,No
9987-HXIQH,Male,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.96,2612.40,No
1305-JAUYA,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,97.3,3031.49,No
8327-FGIEP,Female,1,Yes,No,53,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.56,3883.56,No
1223-ZWJVC,Female,1,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.94,988.93,No
6397-WWIHL,Male,0,No,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),83.87,3524.11,No
0623-FEHRU,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),66.28,2636.41,No
4294-TUZIW,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.62,709.92,No
0283-TJVCS,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,82.97,3466.35,No
8464-FXHBY,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,73.62,3664.63,No
9562-TVWFU,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.29,423.31,No
1648-KDNZL,Male,1,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.27,798.49,No
1660-MPESY,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.73,2736.70,Yes
8681-ZXZJZ,Male,1,No,Yes,32,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,51.83,1671.73,No
0277-ZXOKG,Male,1,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),87.47,4994.12,Yes
1281-MWASM,Female,1,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,82.03,2450.59,No
0530-ETNZZ,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.54,4820.38,No
1673-ICVKO,Male,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,71.45,3361.12,No
6658-QMIIT,Male,0,No,Yes,10,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.92,715.90,No
4261-HYFYF,Male,1,No,Yes,32,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.22,2713.35,Yes
2921-ETLFP,Female,0,Yes,No,60,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,47.54,2862.50,No
4532-QEVUU,Female,0,No,No,14,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),89.72,1253.31,No
5337-KXSWE,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,88.34,2477.78,No
4212-OGCOK,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),61.5,1606.34,No
1346-ANXJC,Male,1,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,78.15,1497.07,No
5349-OFRMO,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,81.55,2845.01,No
2770-JXRZZ,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.12,656.31,No
7940-HEQOD,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),86.63,3112.58,No
0891-XDYBL,Female,1,No,Yes,48,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,60.65,2913.80,No
2194-KACQZ,Male,0,No,No,35,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,68.15,2375.56,No
7327-YHFPC,Female,1,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.75,1277.78,No
7448-AGXKJ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.1,1280.11,Yes
2707-WTKGZ,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.1,2815.71,Yes
6902-GKMEY,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.9,114.62,No
6204-MJEWA,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.87,3118.98,No
9157-TCSSB,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),67.21, ,Yes
0494-PETCC,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.67,1010.17,No
1435-RBXFC,Male,0,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.94,2148.70,No
4212-QNGVU,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,104.74,729.08,No
5722-LEENQ,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.48,1258.18,No
3872-UEWXY,Male,0,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.97,2891.86,No
6177-KNRMF,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.41,800.30,No
9069-BPEPW,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,86.88,3911.49,No
9808-KEFHO,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.57,364.78,No
1638-VPWKV,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,60.76,547.26,No
7567-OQOJD,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),92.92,6216.87,No
5035-WVKDL,Female,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1287.33,No
6915-EBYMW,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.91,1689.15,No
2656-DMZHH,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.18,3594.84,No
6697-QFBQL,Male,1,Yes,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),74.03,2668.99,No
9654-EYIVC,Female,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.8,1540.29,No
6346-LGJHQ,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,67.96,2854.12,No
4861-QXIJE,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.23,1580.92,No
5143-XXNEX,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.89,546.41,No
5953-JSIUZ,Male,0,No,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.65,3949.23,Yes
9353-FZHPH,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.58,3904.86,Yes
5002-RQQLL,Female,0,Yes,Yes,58,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),71.91,4170.99,No
5672-QUHKT,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),83.97,3199.51,No
1882-GQHHC,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),101.96,3780.47,No
4366-KXEMK,Male,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,982.10,No
4740-KSRJE,Female,1,No,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,63.73,265.22,Yes
7880-QQAYA,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.86,70.99,No
6588-DINOP,Male,0,No,No,49,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.53,3121.89,Yes
5486-IUDJC,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.38,2747.07,No
4820-RJUSV,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.96,1562.05,Yes
7598-OVETB,Female,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.25,720.66,No
5140-SJUMW,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.56,4609.37,No
7661-FUKOI,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.98,993.14,No
9367-NVCUQ,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.18,4592.43,Yes
7196-IADWN,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.87,1286.09,No
8115-CTSMQ,Male,1,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),78.97,4094.88,Yes
5116-UHNBM,Female,0,No,Yes,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,71.36,1314.50,No
9769-XSXOV,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.02,3020.25,Yes
1542-AGRAA,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.22,1316.32,Yes
6085-TLTOM,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.5,891.89,No
4141-DJKUF,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.47,1066.76,No
5834-FDFRM,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),92.54,171.70,Yes
6293-YOLOU,Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,66.69,1734.46,No
8999-LZVHU,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.94,791.10,No
4261-COBOM,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.18,1271.91,Yes
7397-XXXHP,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),82.53,2124.30,No
8187-KZAUK,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.77,1018.29,Yes
1947-IIAGL,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.71,661.66,No
7925-KSYSR,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.99,1419.12,No
8771-FMMUL,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,63.46,2783.45,No
1438-LQFGF,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.26,3137.61,Yes
4348-EJOHW,Female,0,No,No,44,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),73.89,3266.45,No
3946-FMSJO,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.26,5507.19,No
2129-QMYBM,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.81,4625.90,Yes
2493-MUPVU,Female,1,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),75.6,757.76,No
9058-PSORV,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.51,1374.03,No
2355-LBMCM,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,53.54,2026.56,No
8128-TAMBO,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.34,1264.33,No
2885-NFSEK,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.54,397.45,Yes
3998-IQHOI,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.77,1429.64,No
4393-RIUCV,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.78,1908.74,Yes
8847-DUGGW,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,94.87,5585.52,No
7408-YWLFM,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,89.58,1705.24,Yes
4429-AVXRH,Female,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.83,761.10,No
7979-OSJXP,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,101.25,3450.53,Yes
3287-JMRMM,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.59,2836.48,No
7295-UXIGF,Female,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),82.18,5270.13,No
5047-FLQEK,Female,0,Yes,Yes,48,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.43,2309.22,No
4278-FVBZB,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.81,1355.69,No
5718-PYONT,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.79,1469.55,No
3347-REBOK,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,50.12,203.58,No
7062-TOXSM,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.5,1431.81,No
6085-SWMUX,Male,1,No,No,50,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,80.33,4011.39,No
7853-MBCEX,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.31,711.76,No
9148-BOHPC,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),70.94,2633.93,No
7336-EDWLS,Male,1,Yes,No,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.59,2397.29,No
8421-GWETK,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.21,438.66,No
1169-WTNTT,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.99,2064.77,No
1807-VZWUV,Female,1,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,85.83,1896.78,No
5893-LETQJ,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.66,5538.77,No
5435-LUSBM,Female,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.02,1342.69,No
5392-NHIOW,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.38,1041.15,No
1749-GURLL,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,81.86,5175.62,No
3454-JOAQC,Female,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,77.76,3575.77,No
8194-IGKHB,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,72.9, ,Yes
4800-JHRYJ,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),64.92,2670.03,No
8312-JQCUS,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),95.43,6395.52,No
2952-SOYRQ,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.65,1626.29,No
9726-RKKLH,Male,0,No,No,56,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.34,3454.10,No
8777-NWRXU,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,54.78,2802.53,No
5304-CITZR,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.03,348.72,No
3224-PAEXO,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.4,588.94,Yes
9801-RFAQR,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),78.04,4286.19,No
3132-SYHLL,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.99,1145.00,No
9804-TKINC,Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),74.15,5119.71,No
4794-IRFUY,Male,1,Yes,Yes,57,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.99,2849.87,No
6769-ZEKUM,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.69,2157.97,Yes
3189-JJZSK,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.07,787.00,No
2275-ALONC,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.57,5638.18,Yes
3159-QQHDO,Female,0,Yes,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,71.26,2513.99,No
0689-GAQLQ,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.98,4749.15,No
7622-LSRNT,Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.74,41.93,No
6829-WLTQE,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,75.48,5367.37,No
7293-OSOZN,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),86.14,1037.71,No
7973-KBSCD,Male,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.54,3544.46,Yes
1120-XFCQC,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),110.79,7215.74,No
0235-GWYHM,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,90.33,153.82,Yes
3507-VBHTI,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.15,1444.36,No
3069-EJLUT,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.16,297.76,No
5026-KXLIA,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),85.77,97.54,Yes
3110-UBDYK,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,62.07,3712.77,No
2795-ZURSX,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.22,1281.43,No
8605-WFJBY,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),86.29,1370.31,No
2557-MDOFA,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,83.74,839.48,No
8860-SUDEW,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.19,343.12,Yes
8042-CKBVN,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.15,5865.69,Yes
5206-BXSAZ,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,90.5,5958.17,No
8409-FZCTX,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.0,485.34,No
4593-FCJLA,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.69,2195.60,No
5092-HWHJJ,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.9,282.02,Yes
1963-AKSEZ,Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.01,2242.39,No
7117-NIJMA,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.1,1455.06,No
1320-DKMRJ,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.51,3538.49,Yes
4079-RCCDG,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),92.61,4342.95,No
8209-OAVUJ,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.58,1016.76,No
6626-IHCZE,Female,1,No,No,52,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,63.52,3310.21,No
7169-JWKLM,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),106.15,6796.70,No
7070-SPITJ,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,59.81, ,Yes
8072-KGRMW,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.77,185.87,No
6817-PUJIH,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,97.58,6725.15,No
2297-IBSHR,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.26,888.42,No
7459-ODCXI,Female,1,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),97.42,6724.11,No
7804-LWHNR,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),82.98,3072.53,No
3640-MNBPE,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,52.39,1516.21,Yes
